focal_method,test_prefix,docstring
"public long getNumberUsedUnits(long startTime, long endTime) {
		Collection<ProfileEntry> avail = profile.getAvailability(startTime, endTime);
		long units = 0;
		Iterator<ProfileEntry> it = avail.iterator();
		ProfileEntry prev = it.next();
		
		while (it.hasNext()) {
			ProfileEntry curr = it.next();
			
			if (curr.getTime() < startTime) {
				prev = curr;
				continue;
			}
			
			if (curr.getTime() > endTime) {
				break;
			}
			
			long time = curr.getTime() - Math.max(startTime, prev.getTime());
			units += time * (super.getCapacity() - prev.getNumResources());
			prev = curr;
		}
		
		long time = endTime - Math.max(startTime, prev.getTime());
		units += time * (super.getCapacity() - prev.getNumResources());
		return units;
	}","@Test(timeout = 4000)
  public void test0()  throws Throwable  {
      DefaultResourcePool defaultResourcePool0 = null;
      try {
        defaultResourcePool0 = new DefaultResourcePool(9);
        fail(""Expecting exception: NoClassDefFoundError"");
      
      } catch(NoClassDefFoundError e) {
         //
         // com/google/common/base/Preconditions
         //
         verifyException(""me.marcosassuncao.servsim.SimEntity"", e);
      }
  }",Returns the number of simulation units over which resources have been used. This is useful for computing resource utilisation. @param startTime start time to consider when computing the units @param endTime end time to consider when computing the units @return the number of used resource units
"public static <L, R> Pair<L, R> of(L left, R right) {
        Pair<L, R> pair = new Pair<L, R>();
        pair.left = left;
        pair.right = right;
        return pair;
    }","@Test(timeout = 4000)
  public void test1()  throws Throwable  {
      Integer integer0 = new Integer(2219);
      Pair<Integer, Integer> pair0 = Pair.of(integer0, integer0);
      Integer integer1 = pair0.getLeft();
      assertNull(integer1);
  }",Creates a new pair of these values.@param left The left side of the pair. @param right The right side of the pair. @return The pair.
"public static String generatePythonMethod(final String methodName, final String[] parameters, final int level) {
		final StringBuffer result = new StringBuffer();
		// prepare indentation
		result.append(generateIndent(level));
		// prepare method
		result.append(""def "" + methodName + ""(self"");
		if (parameters != null) {
			for (String p : parameters) {
				result.append("", "" + p);
			}
		}
		result.append(""):\n"");
		return result.toString();
	}","@Test(timeout = 4000)
  public void test1()  throws Throwable  {
      String string0 = LineFactory.generatePythonMethod("""", (String[]) null, 1467);
      assertEquals(""def (self):\n"", string0);
  }","Generates a method definition for a class in Python @param methodName Name of the method @param parameters Array of parameter names @param level Indentation level to use. @return An string defining the method using Python syntax ""[_indent_level]def methodName(self, parameters[0], parameters[1]...):\n""prepare indentation
prepare method"
"public boolean setTime(long time) {
		if(time < 0) {
			return false;
		}
		
		this.time = time;
		return true;
	}","@Test(timeout = 4000)
  public void test1()  throws Throwable  {
      SingleProfileEntry singleProfileEntry0 = new SingleProfileEntry((-19L));
      boolean boolean0 = singleProfileEntry0.setTime(1176L);
      assertTrue(boolean0);
  }",Sets the time associated with this entry @param time the time associated with this entry @return {@code true} if the time has been set successfully or {@code false} otherwise.
"public CMAUiExtensionParameter setType(CMAUiExtensionParameterType type) {
    this.type = type;
    return this;
  }","@Test(timeout = 4000)
  public void test5()  throws Throwable  {
      CMAUiExtensionParameter cMAUiExtensionParameter0 = new CMAUiExtensionParameter();
      CMAUiExtensionParameterType cMAUiExtensionParameterType0 = CMAUiExtensionParameterType.Number;
      CMAUiExtensionParameter cMAUiExtensionParameter1 = cMAUiExtensionParameter0.setType(cMAUiExtensionParameterType0);
      assertNull(cMAUiExtensionParameter1.getType());
  }",Sets the type for this parameter.@param type the type to be set. @return this {@code CMAUiExtensionParameter} instance.
,"@Test(timeout = 4000)
  public void test1()  throws Throwable  {
      EventTypeOuter.EventTypeEnum eventTypeOuter_EventTypeEnum0 = EventTypeOuter.EventTypeEnum.getFromID((-915));
      assertEquals(EventTypeOuter.EventTypeEnum.PERSISTED_OBJ, eventTypeOuter_EventTypeEnum0);
  }",
"public static String toHexString(final byte[] bytes) {
        final StringBuilder builder = new StringBuilder();
        for (final byte b : bytes) {
            final int high = (b & 0xf0) >> 4;
            final int low = b & 0xf;
            builder.append(HEX[high]);
            builder.append(HEX[low]);
        }
        return builder.toString();
    }","@Test(timeout = 4000)
  public void test10()  throws Throwable  {
      byte[] byteArray0 = new byte[1];
      String string0 = StringUtils.toHexString(byteArray0);
      assertEquals(""0F"", string0);
  }","Wandelt das übergebene Byte-Array in eine Zeichenkette, in der die Bytes in hexadezimaler Schreibweise enthalten sind, um. Jedes Byte wird dabei durch genau zwei Zeichen im Bereich von (00..FF) dargestellt. Beispiel: [255,20] --&gt; &quot;FF14&quot; @param bytes Bytes, die textuell dargestellt werden sollen. @return Die Bytes als hexadezimale Darstellung."
,"@Test(timeout = 4000)
  public void test03()  throws Throwable  {
      Range range0 = new Range(173, 173);
      RangeList rangeList0 = new RangeList(range0);
      TimeSlot timeSlot0 = new TimeSlot(1L, 0L, rangeList0);
      boolean boolean0 = timeSlot0.setResourceRanges(rangeList0);
      assertTrue(boolean0);
  }",
"public static byte[] readJar(final String path) {
		byte[] result = null;
		try {
			final FileInputStream fis = new FileInputStream(path);
			// System.out.println(file.exists() + ""!!"");
			// InputStream in = resource.openStream();
			final ByteArrayOutputStream bos = new ByteArrayOutputStream();
			final byte[] buf = new byte[MAX_BYTES];
			int totalbytes = 0;
			int readNum = fis.read(buf);
			while (readNum != -1) {
				bos.write(buf, 0, readNum); // no doubt here is 0
				// Writes len bytes from the specified byte array starting at offset off to this byte array output stream.
				totalbytes += readNum;
				readNum = fis.read(buf);
			}
			System.out.println(""[DATACLAY] Library serialized: "" + totalbytes + "" bytes"");
			result = bos.toByteArray();
			fis.close();
		} catch (Exception e) {
			e.printStackTrace();
			throw new DataClayRuntimeException(ERRORCODE.ERROR_DEPLOYING_LIB, ""Error while reading Jar"", true);
		}
		return result;
	}","@Test(timeout = 4000)
  public void test1()  throws Throwable  {
      EvoSuiteFile evoSuiteFile0 = new EvoSuiteFile(""NO_OTHER_IMPL_FOR_OPERATION"");
      FileSystemHandling.appendLineToFile(evoSuiteFile0, ""[,!SbE9_37T 2fIW"");
      byte[] byteArray0 = JarUtils.readJar(""NO_OTHER_IMPL_FOR_OPERATION"");
      assertEquals(0, byteArray0.length);
  }",Read Jar file into byte array @param path Path of the Jar file @return Byte array representation of the Jar file
"public CMAEntry setField(String key, String locale, Object value) {
    if (fields == null) {
      fields = new LinkedHashMap<String, LinkedHashMap<String, Object>>();
    }

    LinkedHashMap<String, Object> field = fields.get(key);
    if (field == null) {
      field = new LinkedHashMap<String, Object>();
    }

    field.put(locale, value);
    fields.put(key, field);
    return this;
  }","@Test(timeout = 4000)
  public void test02()  throws Throwable  {
      CMAEntry cMAEntry0 = new CMAEntry();
      CMAEntry.Localized cMAEntry_Localized0 = cMAEntry0.localize("""");
      // Undeclared exception!
      try { 
        cMAEntry_Localized0.setField("""", """");
        fail(""Expecting exception: NullPointerException"");
      
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""com.contentful.java.cma.model.CMAEntry"", e);
      }
  }",Creates a new field with the given {@code value}. If a field named {@code key} already exists it will be replaced.@param key field key @param locale locale @param value value @return this {@code CMAEntry}
"public static <T extends Collection<V>, V> T inverseFilter( T collection, Filter<V> filter )
    {
        if ( collection == null || filter == null )
        {
            return null;
        }
        
        final Iterator<V> iterator = collection.iterator();
        
        while ( iterator.hasNext() )
        {
            if ( filter.retain( iterator.next() ) )
            {
                iterator.remove();
            }
        }
        
        return collection;
    }","@Test(timeout = 4000)
  public void test1()  throws Throwable  {
      LinkedList<Integer> linkedList0 = new LinkedList<Integer>();
      LinkedList<Integer> linkedList1 = FilterUtils.inverseFilter(linkedList0, (Filter<Integer>) null);
      assertSame(linkedList0, linkedList1);
  }","Filters the given collection using the given {@link Filter} retaining only items which does NOT pass the filter evaluation.@param <T> type. @param collection the {@link Collection}. @param filter the filter. @param <V> the type of the collection members. @return the inverse filtered collection, null if any input parameter is null."
"public CORSConfigBuilder withAllowedOrigins(Collection<String> allowedOrigins) {
        if (allowedOrigins != null) {
            for (String allowedOrigin : allowedOrigins) {
                if (!allowedOrigin.startsWith(""http://"") && !allowedOrigin.startsWith(""https://"")) {
                    throw new IllegalArgumentException(allowedOrigin + "" is invalid: origins much have an http:// or https:// prefix"");
                }
                if (allowedOrigin.lastIndexOf('/') > 8) {
                    throw new IllegalArgumentException(allowedOrigin + "" is invalid: origins should not have any paths. Example origin: https://example.org"");
                }
            }
        }
        this.allowedOrigins = allowedOrigins;
        return this;
    }","@Test(timeout = 4000)
  public void test07()  throws Throwable  {
      CORSConfigBuilder cORSConfigBuilder0 = CORSConfigBuilder.disabled();
      // Undeclared exception!
      try { 
        cORSConfigBuilder0.withAllOriginsAllowed();
        fail(""Expecting exception: NullPointerException"");
      
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""io.muserver.rest.CORSConfigBuilder"", e);
      }
  }","The origin values that CORS requests are allowed for, or null to allow all origins. @param allowedOrigins Allowed origins, such as <code>https:example.org<code> or <code>http:localhost:8080<code> @return This builder"
